テーブル名（日本語）,テーブル名（英語）,カラム名（日）,カラム名（英）,仮説,分析シナリオ,説明文,具体的手続,TGDScript
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",納期欄が明細に存在せず備考で管理されている,見積明細データにおいて、納期欄が明細に存在せず備考で管理されているケースを抽出して内容を確認する,納期欄が明細に存在せず備考で管理されている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「備考」を用いて「納期欄が明細に存在せず備考で管理されている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",見積番号がNULLで登録されている,見積明細データにおいて、見積番号がNULLで登録されているケースを抽出して内容を確認する,見積番号がNULLで登録されている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「見積番号」を用いて「見積番号がNULLで登録されている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",見積番号が見積ヘッダに存在しない,見積明細データにおいて、見積番号が見積ヘッダに存在しないケースを抽出して内容を確認する,見積番号が見積ヘッダに存在しない場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「見積番号」を用いて「見積番号が見積ヘッダに存在しない」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",見積番号と明細番号が重複して登録されている,見積明細データにおいて、見積番号と明細番号が重複して登録されているケースを抽出して内容を確認する,見積番号と明細番号が重複して登録されている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「見積番号」を用いて「見積番号と明細番号が重複して登録されている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",見積番号に英数字以外の文字が含まれている,見積明細データにおいて、見積番号に英数字以外の文字が含まれているケースを抽出して内容を確認する,見積番号に英数字以外の文字が含まれている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「見積番号」を用いて「見積番号に英数字以外の文字が含まれている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額が100万円を超えている,見積明細データにおいて、金額が100万円を超えているケースを抽出して内容を確認する,金額が100万円を超えている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」を用いて「金額が100万円を超えている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額がNULLで登録されている,見積明細データにおいて、金額がNULLで登録されているケースを抽出して内容を確認する,金額がNULLで登録されている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」を用いて「金額がNULLで登録されている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額がすべて「0」で固定されている,見積明細データにおいて、金額がすべて「0」で固定されているケースを抽出して内容を確認する,金額がすべて「0」で固定されている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」を用いて「金額がすべて「0」で固定されている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額がマイナスで備考に値引きと記載がある,見積明細データにおいて、金額がマイナスで備考に値引きと記載があるケースを抽出して内容を確認する,金額がマイナスで備考に値引きと記載がある場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」、「備考」を用いて「金額がマイナスで備考に値引きと記載がある」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額がマイナスで登録されている,見積明細データにおいて、金額がマイナスで登録されているケースを抽出して内容を確認する,金額がマイナスで登録されている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」を用いて「金額がマイナスで登録されている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額が単価×数量と一致していない,見積明細データにおいて、金額が単価×数量と一致していないケースを抽出して内容を確認する,金額が単価×数量と一致していない場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「数量」、「単価」、「金額」を用いて「金額が単価×数量と一致していない」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額が小数第3位まで存在している（過剰精度）,見積明細データにおいて、金額が小数第3位まで存在している（過剰精度）ケースを抽出して内容を確認する,金額が小数第3位まで存在している（過剰精度）場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」を用いて「金額が小数第3位まで存在している（過剰精度）」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額が手入力されていて自動計算されていない,見積明細データにおいて、金額が手入力されていて自動計算されていないケースを抽出して内容を確認する,金額が手入力されていて自動計算されていない場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」を用いて「金額が手入力されていて自動計算されていない」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額が整数でない（小数あり）商品が一部混在している,見積明細データにおいて、金額が整数でない（小数あり）商品が一部混在しているケースを抽出して内容を確認する,金額が整数でない（小数あり）商品が一部混在している場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」を用いて「金額が整数でない（小数あり）商品が一部混在している」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額が見積ヘッダの合計金額と一致していない,見積明細データにおいて、金額が見積ヘッダの合計金額と一致していないケースを抽出して内容を確認する,金額が見積ヘッダの合計金額と一致していない場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」を用いて「金額が見積ヘッダの合計金額と一致していない」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",金額にカンマが含まれている,見積明細データにおいて、金額にカンマが含まれているケースを抽出して内容を確認する,金額にカンマが含まれている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「金額」を用いて「金額にカンマが含まれている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks",非課税商品のはずが課税単価で登録されている,見積明細データにおいて、非課税商品のはずが課税単価で登録されているケースを抽出して内容を確認する,非課税商品のはずが課税単価で登録されている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「単価」を用いて「非課税商品のはずが課税単価で登録されている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考,カテゴリ","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks,category",カテゴリがNULLの商品に明細がある,見積明細データにおいて、カテゴリがNULLの商品に明細があるケースを抽出して内容を確認する,カテゴリがNULLの商品に明細がある場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「見積番号」、「商品コード」を用いて「カテゴリがNULLの商品に明細がある」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考,カテゴリ","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks,category",同一商品コードに異なるカテゴリが設定されている,見積明細データにおいて、同一商品コードに異なるカテゴリが設定されているケースを抽出して内容を確認する,同一商品コードに異なるカテゴリが設定されている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「商品コード」を用いて「同一商品コードに異なるカテゴリが設定されている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考,カテゴリ","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks,category",商品コードが存在しないカテゴリに紐づいている,見積明細データにおいて、商品コードが存在しないカテゴリに紐づいているケースを抽出して内容を確認する,商品コードが存在しないカテゴリに紐づいている場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「商品コード」を用いて「商品コードが存在しないカテゴリに紐づいている」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考,カテゴリ","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks,category",商品コードのカテゴリが未設定,見積明細データにおいて、商品コードのカテゴリが未設定ケースを抽出して内容を確認する,商品コードのカテゴリが未設定場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「商品コード」を用いて「商品コードのカテゴリが未設定」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考,カテゴリ","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks,category",特定カテゴリの商品に明細が集中している,見積明細データにおいて、特定カテゴリの商品に明細が集中しているケースを抽出して内容を確認する,特定カテゴリの商品に明細が集中している場合、商品マスタや見積ヘッダとの整合性不備や業務ルール違反、不正入力の可能性がある,「見積番号」、「商品コード」を用いて「特定カテゴリの商品に明細が集中している」に該当するデータを抽出し、商品マスタ・見積ヘッダと突合して確認・分析する,
見積明細データ,quoteDetail,"見積番号,明細行番号,商品コード,数量,単価,金額,備考,削除フラグ,アクティブフラグ","quoteNumber,lineNumber,itemCode,quantity,unitPrice,amount,remarks,deleteFlag,activeFlag",削除フラグがONにもかかわらず、アクティブフラグがONのままの明細が存在している,見積明細データにおいて、削除フラグがONにもかかわらず、アクティブフラグがONのままの明細が存在しているケースを抽出して内容を確認する,削除フラグ（例：「削除済」列）がONであるにもかかわらず、アクティブフラグがONのままの明細が存在する場合、削除処理の不備やフラグ設定ミスが考えられる,「削除フラグ」「アクティブフラグ」を用いて「削除フラグがONかつアクティブフラグがON」のデータを抽出し、システム制御や運用ルールとの整合性を確認する,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",キャンセル請求の元請求番号が紐づいていない,請求データにおいて、キャンセル請求の元請求番号が紐づいていないケースを抽出して内容を確認する,キャンセル請求の元請求番号が紐づいていない場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求番号」を用いて「キャンセル請求の元請求番号が紐づいていない」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",キャンペーン対象商品の請求額が通常価格になっている,請求データにおいて、キャンペーン対象商品の請求額が通常価格になっているケースを抽出して内容を確認する,キャンペーン対象商品の請求額が通常価格になっている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求番号、請求日、請求金額」を用いて「キャンペーン対象商品の請求額が通常価格になっている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",一部請求だけ異なる税率で処理されている,請求データにおいて、一部請求だけ異なる税率で処理されているケースを抽出して内容を確認する,一部請求だけ異なる税率で処理されている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求番号、請求日、請求金額」を用いて「一部請求だけ異なる税率で処理されている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",備考欄に「再請求」「取消」などの異常ワードがある,請求データにおいて、備考欄に「再請求」「取消」などの異常ワードがあるケースを抽出して内容を確認する,備考欄に「再請求」「取消」などの異常ワードがある場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「備考」を用いて「備考欄に「再請求」「取消」などの異常ワードがある」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",同一売上伝票が複数の請求に紐づいている,請求データにおいて、同一売上伝票が複数の請求に紐づいているケースを抽出して内容を確認する,同一売上伝票が複数の請求に紐づいている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求番号、請求日、請求金額」を用いて「同一売上伝票が複数の請求に紐づいている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",同一得意先に対して同一日の重複請求が存在する,請求データにおいて、同一得意先に対して同一日の重複請求が存在するケースを抽出して内容を確認する,同一得意先に対して同一日の重複請求が存在する場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「同一得意先に対して同一日の重複請求が存在する」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",同一得意先に対して通貨が混在している請求がある,請求データにおいて、同一得意先に対して通貨が混在している請求があるケースを抽出して内容を確認する,同一得意先に対して通貨が混在している請求がある場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「同一得意先に対して通貨が混在している請求がある」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",同一得意先に対する請求が分割されすぎている,請求データにおいて、同一得意先に対する請求が分割されすぎているケースを抽出して内容を確認する,同一得意先に対する請求が分割されすぎている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「同一得意先に対する請求が分割されすぎている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",同一得意先の月次請求額が変動しすぎている,請求データにおいて、同一得意先の月次請求額が変動しすぎているケースを抽出して内容を確認する,同一得意先の月次請求額が変動しすぎている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「同一得意先の月次請求額が変動しすぎている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",同一請求番号が複数回使用されている,請求データにおいて、同一請求番号が複数回使用されているケースを抽出して内容を確認する,同一請求番号が複数回使用されている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求番号」を用いて「同一請求番号が複数回使用されている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",同一請求番号に2つ以上の得意先が紐づいている,請求データにおいて、同一請求番号に2つ以上の得意先が紐づいているケースを抽出して内容を確認する,同一請求番号に2つ以上の得意先が紐づいている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「同一請求番号に2つ以上の得意先が紐づいている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",売上データと突合して差異がある請求が存在する,請求データにおいて、売上データと突合して差異がある請求が存在するケースを抽出して内容を確認する,売上データと突合して差異がある請求が存在する場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求番号、請求日、請求金額」を用いて「売上データと突合して差異がある請求が存在する」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",売上日が請求日よりも1ヶ月以上前である,請求データにおいて、売上日が請求日よりも1ヶ月以上前であるケースを抽出して内容を確認する,売上日が請求日よりも1ヶ月以上前である場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求日」を用いて「売上日が請求日よりも1ヶ月以上前である」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",売上明細と請求データの税区分が不一致である,請求データにおいて、売上明細と請求データの税区分が不一致であるケースを抽出して内容を確認する,売上明細と請求データの税区分が不一致である場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求番号、請求日、請求金額」を用いて「売上明細と請求データの税区分が不一致である」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",売上明細のない請求伝票が存在する,請求データにおいて、売上明細のない請求伝票が存在するケースを抽出して内容を確認する,売上明細のない請求伝票が存在する場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求番号、請求日、請求金額」を用いて「売上明細のない請求伝票が存在する」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",売上明細より先に請求処理が行われている,請求データにおいて、売上明細より先に請求処理が行われているケースを抽出して内容を確認する,売上明細より先に請求処理が行われている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求番号、請求日、請求金額」を用いて「売上明細より先に請求処理が行われている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先ごとの請求件数に極端な偏りがある,請求データにおいて、得意先ごとの請求件数に極端な偏りがあるケースを抽出して内容を確認する,得意先ごとの請求件数に極端な偏りがある場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先ごとの請求件数に極端な偏りがある」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先ごとの通貨単位が請求データで混在している,請求データにおいて、得意先ごとの通貨単位が請求データで混在しているケースを抽出して内容を確認する,得意先ごとの通貨単位が請求データで混在している場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先ごとの通貨単位が請求データで混在している」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先の請求先コードがNULLまたは不明である,請求データにおいて、得意先の請求先コードがNULLまたは不明であるケースを抽出して内容を確認する,得意先の請求先コードがNULLまたは不明である場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先の請求先コードがNULLまたは不明である」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先の請求条件と請求処理が一致していない,請求データにおいて、得意先の請求条件と請求処理が一致していないケースを抽出して内容を確認する,得意先の請求条件と請求処理が一致していない場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先の請求条件と請求処理が一致していない」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先の請求条件（月末締・翌月末払いなど）と不整合がある,請求データにおいて、得意先の請求条件（月末締・翌月末払いなど）と不整合があるケースを抽出して内容を確認する,得意先の請求条件（月末締・翌月末払いなど）と不整合がある場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先の請求条件（月末締・翌月末払いなど）と不整合がある」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先コードが得意先マスタに存在しない,請求データにおいて、得意先コードが得意先マスタに存在しないケースを抽出して内容を確認する,得意先コードが得意先マスタに存在しない場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先コードが得意先マスタに存在しない」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先コードが複数の請求に誤って紐づいている,請求データにおいて、得意先コードが複数の請求に誤って紐づいているケースを抽出して内容を確認する,得意先コードが複数の請求に誤って紐づいている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先コードが複数の請求に誤って紐づいている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先マスタの請求締日と一致しないデータが存在する,請求データにおいて、得意先マスタの請求締日と一致しないデータが存在するケースを抽出して内容を確認する,得意先マスタの請求締日と一致しないデータが存在する場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求締日」を用いて「得意先マスタの請求締日と一致しないデータが存在する」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先分類ごとに請求件数が極端に偏っている,請求データにおいて、得意先分類ごとに請求件数が極端に偏っているケースを抽出して内容を確認する,得意先分類ごとに請求件数が極端に偏っている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先分類ごとに請求件数が極端に偏っている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先単位の請求合計と実績レポートの差異が大きい,請求データにおいて、得意先単位の請求合計と実績レポートの差異が大きいケースを抽出して内容を確認する,得意先単位の請求合計と実績レポートの差異が大きい場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先単位の請求合計と実績レポートの差異が大きい」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",得意先担当者の変更後に旧担当で請求処理されている,請求データにおいて、得意先担当者の変更後に旧担当で請求処理されているケースを抽出して内容を確認する,得意先担当者の変更後に旧担当で請求処理されている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「得意先コード」を用いて「得意先担当者の変更後に旧担当で請求処理されている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
請求データ,billing,"請求番号,得意先コード,請求締日,請求金額,請求日,消費税額,備考","billingNumber,customerCode,billingClosingDate,billingAmount,billingDate,taxAmount,remarks",明細単位で請求締日が異なっている,請求データにおいて、明細単位で請求締日が異なっているケースを抽出して内容を確認する,明細単位で請求締日が異なっている場合、不正入力、計算ミス、売上・入金との不整合、業務運用上の逸脱が想定される,「請求締日」を用いて「明細単位で請求締日が異なっている」の条件に該当する請求データを抽出し、売上・得意先・入金などと突合・確認を行う,
